,Strain_ID,name,value,Spot,MediaTime,Lawn,Media,Fe,Time,Dataset
739,Ensifer_sp,Burkholderia_RCH25,-1,Burkholderia_RCH25,"1/2 TSA + Fe, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
64,Ensifer_sp,Burkholderia_RCH25,-4,Burkholderia_RCH25,"1/2 TSA, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
289,Ensifer_sp,Burkholderia_RCH25,-4,Burkholderia_RCH25,"1/2 TSA, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
521,Ensifer_sp,Cellulosimicrobium_BM1,NA,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
746,Ensifer_sp,Cellulosimicrobium_BM1,NA,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
71,Ensifer_sp,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
296,Ensifer_sp,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
525,Ensifer_sp,Chryseobacterium_SCH11,NA,Chryseobacterium_SCH11,"1/2 TSA + Fe, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
750,Ensifer_sp,Chryseobacterium_SCH11,NA,Chryseobacterium_SCH11,"1/2 TSA + Fe, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
75,Ensifer_sp,Chryseobacterium_SCH11,-1,Chryseobacterium_SCH11,"1/2 TSA, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
300,Ensifer_sp,Chryseobacterium_SCH11,-1,Chryseobacterium_SCH11,"1/2 TSA, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
524,Ensifer_sp,Dyadobacter_BM9,NA,Dyadobacter_BM9,"1/2 TSA + Fe, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
749,Ensifer_sp,Dyadobacter_BM9,NA,Dyadobacter_BM9,"1/2 TSA + Fe, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
74,Ensifer_sp,Dyadobacter_BM9,5,Dyadobacter_BM9,"1/2 TSA, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
299,Ensifer_sp,Dyadobacter_BM9,5,Dyadobacter_BM9,"1/2 TSA, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
515,Ensifer_sp,Ensifer_sp,0,Ensifer_sp,"1/2 TSA + Fe, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
740,Ensifer_sp,Ensifer_sp,0,Ensifer_sp,"1/2 TSA + Fe, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
65,Ensifer_sp,Ensifer_sp,0,Ensifer_sp,"1/2 TSA, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
290,Ensifer_sp,Ensifer_sp,0,Ensifer_sp,"1/2 TSA, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
518,Ensifer_sp,Exiguobacterium_RDH25,NA,Exiguobacterium_RDH25,"1/2 TSA + Fe, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
743,Ensifer_sp,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA + Fe, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
68,Ensifer_sp,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
293,Ensifer_sp,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
512,Ensifer_sp,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA + Fe, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
737,Ensifer_sp,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA + Fe, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
62,Ensifer_sp,Luteibacter_BM7,1,Luteibacter_BM7,"1/2 TSA, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
287,Ensifer_sp,Luteibacter_BM7,1,Luteibacter_BM7,"1/2 TSA, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
516,Ensifer_sp,Methylobacterium_RPE3,NA,Methylobacterium_RPE3,"1/2 TSA + Fe, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
741,Ensifer_sp,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA + Fe, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
66,Ensifer_sp,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
291,Ensifer_sp,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
522,Ensifer_sp,Microbacterium_BM4,NA,Microbacterium_BM4,"1/2 TSA + Fe, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
747,Ensifer_sp,Microbacterium_BM4,NA,Microbacterium_BM4,"1/2 TSA + Fe, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
72,Ensifer_sp,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
297,Ensifer_sp,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
520,Ensifer_sp,Paenibacillus_E12,NA,Paenibacillus_E12,"1/2 TSA + Fe, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
745,Ensifer_sp,Paenibacillus_E12,NA,Paenibacillus_E12,"1/2 TSA + Fe, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
70,Ensifer_sp,Paenibacillus_E12,-1,Paenibacillus_E12,"1/2 TSA, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
295,Ensifer_sp,Paenibacillus_E12,-1,Paenibacillus_E12,"1/2 TSA, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
511,Ensifer_sp,Pseudomonas_putida_KT2442,1,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
736,Ensifer_sp,Pseudomonas_putida_KT2442,1,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
61,Ensifer_sp,Pseudomonas_putida_KT2442,-2,Pseudomonas_putida_KT2442,"1/2 TSA, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
286,Ensifer_sp,Pseudomonas_putida_KT2442,-2,Pseudomonas_putida_KT2442,"1/2 TSA, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
517,Ensifer_sp,Sphingobium_Z2,NA,Sphingobium_Z2,"1/2 TSA + Fe, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
742,Ensifer_sp,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA + Fe, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
67,Ensifer_sp,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
292,Ensifer_sp,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
523,Ensifer_sp,Streptomyces_RCH20P,NA,Streptomyces_RCH20P,"1/2 TSA + Fe, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
748,Ensifer_sp,Streptomyces_RCH20P,NA,Streptomyces_RCH20P,"1/2 TSA + Fe, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
73,Ensifer_sp,Streptomyces_RCH20P,-2,Streptomyces_RCH20P,"1/2 TSA, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
298,Ensifer_sp,Streptomyces_RCH20P,0,Streptomyces_RCH20P,"1/2 TSA, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
513,Ensifer_sp,Variovax_RPC5,NA,Variovax_RPC5,"1/2 TSA + Fe, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
738,Ensifer_sp,Variovax_RPC5,NA,Variovax_RPC5,"1/2 TSA + Fe, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
63,Ensifer_sp,Variovax_RPC5,2,Variovax_RPC5,"1/2 TSA, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
288,Ensifer_sp,Variovax_RPC5,2,Variovax_RPC5,"1/2 TSA, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
564,Exiguobacterium_RDH25,Bacillus_SCH24,-3,Bacillus_SCH24,"1/2 TSA + Fe, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
789,Exiguobacterium_RDH25,Bacillus_SCH24,-2,Bacillus_SCH24,"1/2 TSA + Fe, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
114,Exiguobacterium_RDH25,Bacillus_SCH24,-2,Bacillus_SCH24,"1/2 TSA, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
339,Exiguobacterium_RDH25,Bacillus_SCH24,-1,Bacillus_SCH24,"1/2 TSA, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
559,Exiguobacterium_RDH25,Burkholderia_RCH25,0,Burkholderia_RCH25,"1/2 TSA + Fe, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
784,Exiguobacterium_RDH25,Burkholderia_RCH25,0,Burkholderia_RCH25,"1/2 TSA + Fe, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
109,Exiguobacterium_RDH25,Burkholderia_RCH25,-1,Burkholderia_RCH25,"1/2 TSA, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
334,Exiguobacterium_RDH25,Burkholderia_RCH25,0,Burkholderia_RCH25,"1/2 TSA, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
566,Exiguobacterium_RDH25,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
791,Exiguobacterium_RDH25,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
116,Exiguobacterium_RDH25,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
341,Exiguobacterium_RDH25,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
570,Exiguobacterium_RDH25,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,"1/2 TSA + Fe, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
795,Exiguobacterium_RDH25,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,"1/2 TSA + Fe, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
120,Exiguobacterium_RDH25,Chryseobacterium_SCH11,-1,Chryseobacterium_SCH11,"1/2 TSA, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
345,Exiguobacterium_RDH25,Chryseobacterium_SCH11,-1,Chryseobacterium_SCH11,"1/2 TSA, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
569,Exiguobacterium_RDH25,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA + Fe, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
794,Exiguobacterium_RDH25,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA + Fe, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
119,Exiguobacterium_RDH25,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
344,Exiguobacterium_RDH25,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
560,Exiguobacterium_RDH25,Ensifer_sp,0,Ensifer_sp,"1/2 TSA + Fe, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
785,Exiguobacterium_RDH25,Ensifer_sp,0,Ensifer_sp,"1/2 TSA + Fe, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
110,Exiguobacterium_RDH25,Ensifer_sp,0,Ensifer_sp,"1/2 TSA, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
335,Exiguobacterium_RDH25,Ensifer_sp,0,Ensifer_sp,"1/2 TSA, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
563,Exiguobacterium_RDH25,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA + Fe, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
788,Exiguobacterium_RDH25,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA + Fe, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
113,Exiguobacterium_RDH25,Exiguobacterium_RDH25,-1,Exiguobacterium_RDH25,"1/2 TSA, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
338,Exiguobacterium_RDH25,Exiguobacterium_RDH25,-1,Exiguobacterium_RDH25,"1/2 TSA, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
557,Exiguobacterium_RDH25,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA + Fe, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
782,Exiguobacterium_RDH25,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA + Fe, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
107,Exiguobacterium_RDH25,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
332,Exiguobacterium_RDH25,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
561,Exiguobacterium_RDH25,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA + Fe, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
786,Exiguobacterium_RDH25,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA + Fe, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
111,Exiguobacterium_RDH25,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
336,Exiguobacterium_RDH25,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
567,Exiguobacterium_RDH25,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA + Fe, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
792,Exiguobacterium_RDH25,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA + Fe, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
117,Exiguobacterium_RDH25,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
342,Exiguobacterium_RDH25,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
565,Exiguobacterium_RDH25,Paenibacillus_E12,0,Paenibacillus_E12,"1/2 TSA + Fe, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
790,Exiguobacterium_RDH25,Paenibacillus_E12,0,Paenibacillus_E12,"1/2 TSA + Fe, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
115,Exiguobacterium_RDH25,Paenibacillus_E12,0,Paenibacillus_E12,"1/2 TSA, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
340,Exiguobacterium_RDH25,Paenibacillus_E12,0,Paenibacillus_E12,"1/2 TSA, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
556,Exiguobacterium_RDH25,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
781,Exiguobacterium_RDH25,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
106,Exiguobacterium_RDH25,Pseudomonas_putida_KT2442,-2,Pseudomonas_putida_KT2442,"1/2 TSA, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
331,Exiguobacterium_RDH25,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
562,Exiguobacterium_RDH25,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA + Fe, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
787,Exiguobacterium_RDH25,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA + Fe, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
112,Exiguobacterium_RDH25,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
337,Exiguobacterium_RDH25,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
568,Exiguobacterium_RDH25,Streptomyces_RCH20P,0,Streptomyces_RCH20P,"1/2 TSA + Fe, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
793,Exiguobacterium_RDH25,Streptomyces_RCH20P,-2,Streptomyces_RCH20P,"1/2 TSA + Fe, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
118,Exiguobacterium_RDH25,Streptomyces_RCH20P,-2,Streptomyces_RCH20P,"1/2 TSA, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
343,Exiguobacterium_RDH25,Streptomyces_RCH20P,-2,Streptomyces_RCH20P,"1/2 TSA, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
558,Exiguobacterium_RDH25,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA + Fe, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
783,Exiguobacterium_RDH25,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA + Fe, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
108,Exiguobacterium_RDH25,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA, 48h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,48h,Hannah
333,Exiguobacterium_RDH25,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA, 96h",Exiguobacterium_RDH25,1/2 TSA,#NAME?,96h,Hannah
474,Luteibacter_BM7,Bacillus_SCH24,0,Bacillus_SCH24,"1/2 TSA + Fe, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
699,Luteibacter_BM7,Bacillus_SCH24,0,Bacillus_SCH24,"1/2 TSA + Fe, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
24,Luteibacter_BM7,Bacillus_SCH24,0,Bacillus_SCH24,"1/2 TSA, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
249,Luteibacter_BM7,Bacillus_SCH24,0,Bacillus_SCH24,"1/2 TSA, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
469,Luteibacter_BM7,Burkholderia_RCH25,-2,Burkholderia_RCH25,"1/2 TSA + Fe, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
694,Luteibacter_BM7,Burkholderia_RCH25,-2,Burkholderia_RCH25,"1/2 TSA + Fe, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
19,Luteibacter_BM7,Burkholderia_RCH25,-1,Burkholderia_RCH25,"1/2 TSA, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
244,Luteibacter_BM7,Burkholderia_RCH25,-1,Burkholderia_RCH25,"1/2 TSA, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
476,Luteibacter_BM7,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
701,Luteibacter_BM7,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
26,Luteibacter_BM7,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
251,Luteibacter_BM7,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
480,Luteibacter_BM7,Chryseobacterium_SCH11,-1,Chryseobacterium_SCH11,"1/2 TSA + Fe, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
705,Luteibacter_BM7,Chryseobacterium_SCH11,-1,Chryseobacterium_SCH11,"1/2 TSA + Fe, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
30,Luteibacter_BM7,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,"1/2 TSA, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
255,Luteibacter_BM7,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,"1/2 TSA, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
479,Luteibacter_BM7,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA + Fe, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
704,Luteibacter_BM7,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA + Fe, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
29,Luteibacter_BM7,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
254,Luteibacter_BM7,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
470,Luteibacter_BM7,Ensifer_sp,0,Ensifer_sp,"1/2 TSA + Fe, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
695,Luteibacter_BM7,Ensifer_sp,0,Ensifer_sp,"1/2 TSA + Fe, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
20,Luteibacter_BM7,Ensifer_sp,0,Ensifer_sp,"1/2 TSA, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
245,Luteibacter_BM7,Ensifer_sp,0,Ensifer_sp,"1/2 TSA, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
473,Luteibacter_BM7,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA + Fe, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
698,Luteibacter_BM7,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA + Fe, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
23,Luteibacter_BM7,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
248,Luteibacter_BM7,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
467,Luteibacter_BM7,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA + Fe, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
692,Luteibacter_BM7,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA + Fe, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
17,Luteibacter_BM7,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
242,Luteibacter_BM7,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
471,Luteibacter_BM7,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA + Fe, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
696,Luteibacter_BM7,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA + Fe, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
21,Luteibacter_BM7,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
246,Luteibacter_BM7,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
477,Luteibacter_BM7,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA + Fe, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
702,Luteibacter_BM7,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA + Fe, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
27,Luteibacter_BM7,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
252,Luteibacter_BM7,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
475,Luteibacter_BM7,Paenibacillus_E12,-1,Paenibacillus_E12,"1/2 TSA + Fe, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
700,Luteibacter_BM7,Paenibacillus_E12,-1,Paenibacillus_E12,"1/2 TSA + Fe, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
